  -1.8000000e+02  -8.3830000e+01
  -1.7800000e+02  -8.4330000e+01
  -1.7400000e+02  -8.4500000e+01
  -1.7000000e+02  -8.4670000e+01
  -1.6600000e+02  -8.4920000e+01
  -1.6300000e+02  -8.5420000e+01
  -1.5800000e+02  -8.5420000e+01
  -1.5200000e+02  -8.5580000e+01
  -1.4600000e+02  -8.5330000e+01
  -1.4700000e+02  -8.4830000e+01
  -1.5100000e+02  -8.4500000e+01
  -1.5350000e+02  -8.4000000e+01
  -1.5300000e+02  -8.3500000e+01
  -1.5400000e+02  -8.3000000e+01
  -1.5400000e+02  -8.2500000e+01
  -1.5400000e+02  -8.2000000e+01
  -1.5450000e+02  -8.1500000e+01
  -1.5300000e+02  -8.1170000e+01
  -1.5000000e+02  -8.1000000e+01
  -1.4650000e+02  -8.0920000e+01
  -1.4550000e+02  -8.0670000e+01
  -1.4800000e+02  -8.0330000e+01
  -1.5000000e+02  -8.0000000e+01
  -1.5250000e+02  -7.9670000e+01
  -1.5500000e+02  -7.9250000e+01
  -1.5700000e+02  -7.8830000e+01
  -1.5725542e+02  -7.8747818e+01
  -1.5750718e+02  -7.8665420e+01
  -1.5775535e+02  -7.8582813e+01
  -1.5800000e+02  -7.8500000e+01
  -1.5766580e+02  -7.8480568e+01
  -1.5733273e+02  -7.8460756e+01
  -1.5700079e+02  -7.8440566e+01
  -1.5667000e+02  -7.8420000e+01
  -1.5450000e+02  -7.8500000e+01
  -1.5450000e+02  -7.8170000e+01
  -1.5450000e+02  -7.8170000e+01
  -1.5667000e+02  -7.8080000e+01
  -1.5800000e+02  -7.7830000e+01
  -1.5833000e+02  -7.7500000e+01
  -1.5867000e+02  -7.7170000e+01
  -1.5700000e+02  -7.7000000e+01
  -1.5400000e+02  -7.7170000e+01
  -1.5300000e+02  -7.7580000e+01
  -1.5050000e+02  -7.7830000e+01
  -1.4800000e+02  -7.7670000e+01
  -1.4600000e+02  -7.7250000e+01
  -1.4600000e+02  -7.6750000e+01
  -1.4633000e+02  -7.6330000e+01
  -1.4667000e+02  -7.5920000e+01
  -1.4400000e+02  -7.5830000e+01
  -1.4200000e+02  -7.5580000e+01
  -1.4067000e+02  -7.5750000e+01
  -1.4000000e+02  -7.5420000e+01
  -1.3833000e+02  -7.5250000e+01
  -1.3667000e+02  -7.5000000e+01
  -1.3550000e+02  -7.4750000e+01
  -1.3300000e+02  -7.4750000e+01
  -1.3200000e+02  -7.5000000e+01
  -1.3083000e+02  -7.5420000e+01
  -1.2967000e+02  -7.5750000e+01
  -1.2800000e+02  -7.6000000e+01
  -1.2700000e+02  -7.6000000e+01
  -1.2683000e+02  -7.5670000e+01
  -1.2633000e+02  -7.5170000e+01
  -1.2550000e+02  -7.4670000e+01
  -1.2450000e+02  -7.4330000e+01
  -1.2450000e+02  -7.4330000e+01
  -1.2333000e+02  -7.3830000e+01
  -1.2367000e+02  -7.3250000e+01
  -1.2233000e+02  -7.3250000e+01
  -1.2133000e+02  -7.3750000e+01
  -1.2000000e+02  -7.4000000e+01
  -1.2000000e+02  -7.3580000e+01
  -1.1958419e+02  -7.3603733e+01
  -1.1916723e+02  -7.3626646e+01
  -1.1874916e+02  -7.3648736e+01
  -1.1833000e+02  -7.3670000e+01
  -1.1791502e+02  -7.3671217e+01
  -1.1750000e+02  -7.3671622e+01
  -1.1708498e+02  -7.3671217e+01
  -1.1667000e+02  -7.3670000e+01
  -1.1658561e+02  -7.3710051e+01
  -1.1650081e+02  -7.3750068e+01
  -1.1641561e+02  -7.3790051e+01
  -1.1633000e+02  -7.3830000e+01
  -1.1665982e+02  -7.3915774e+01
  -1.1699307e+02  -7.4001038e+01
  -1.1732978e+02  -7.4085783e+01
  -1.1767000e+02  -7.4170000e+01
  -1.1767000e+02  -7.4295000e+01
  -1.1767000e+02  -7.4420000e+01
  -1.1767000e+02  -7.4545000e+01
  -1.1767000e+02  -7.4670000e+01
  -1.1734308e+02  -7.4795732e+01
  -1.1701085e+02  -7.4920984e+01
  -1.1667319e+02  -7.5045744e+01
  -1.1633000e+02  -7.5170000e+01
  -1.1566772e+02  -7.5192853e+01
  -1.1500352e+02  -7.5213810e+01
  -1.1433756e+02  -7.5232861e+01
  -1.1367000e+02  -7.5250000e+01
  -1.1233000e+02  -7.5000000e+01
  -1.1250000e+02  -7.4500000e+01
  -1.1254349e+02  -7.4375012e+01
  -1.1258632e+02  -7.4250016e+01
  -1.1262848e+02  -7.4125012e+01
  -1.1267000e+02  -7.4000000e+01
  -1.1249999e+02  -7.3917697e+01
  -1.1233167e+02  -7.3835262e+01
  -1.1216502e+02  -7.3752695e+01
  -1.1200000e+02  -7.3670000e+01
  -1.1150000e+02  -7.4000000e+01
  -1.1100000e+02  -7.4500000e+01
  -1.1033000e+02  -7.5000000e+01
  -1.0867000e+02  -7.5170000e+01
  -1.0850000e+02  -7.4670000e+01
  -1.0950000e+02  -7.4500000e+01
  -1.0950000e+02  -7.4000000e+01
  -1.0833000e+02  -7.4000000e+01
  -1.0800000e+02  -7.4330000e+01
  -1.0850000e+02  -7.4670000e+01
  -1.0750000e+02  -7.5080000e+01
  -1.0600000e+02  -7.5080000e+01
  -1.0450000e+02  -7.4920000e+01
  -1.0450000e+02  -7.4920000e+01
  -1.0450000e+02  -7.4580000e+01
  -1.0267000e+02  -7.4580000e+01
  -1.0133000e+02  -7.4750000e+01
  -1.0000000e+02  -7.5000000e+01
  -9.9500000e+01  -7.4750000e+01
  -1.0133000e+02  -7.4330000e+01
  -1.0067000e+02  -7.4000000e+01
