1.0 1.3713257936219991
2.0 1.194323459003574
3.0 1.2896428068542414
4.0 1.2643466837151496
5.0 1.230252043405966
6.0 1.2400511560173144
7.0 1.3223070277658016
8.0 1.3283897758302556
9.0 1.191311984203666
10.0 1.2004301939420343
11.0 1.1683167693506364
12.0 1.251341827291605
13.0 1.2423179984832329
14.0 1.237928674542026
15.0 1.0484734750306617
16.0 1.1985666310056668
17.0 1.236563240508482
18.0 1.076313047199846
19.0 1.1281246279822974
20.0 1.1557327077220017
21.0 1.34353256974567
22.0 1.2135290720058869
23.0 1.1356585674072175
24.0 1.2835887878779872
25.0 1.2094623462286114
26.0 1.3961084093209395
27.0 1.4129941140177613
28.0 1.158080606590576
29.0 1.2354102787292969
30.0 1.170310416799451
31.0 1.201316374052794
32.0 1.3566227459060274
33.0 1.042467823175957
34.0 1.1197550708262591
35.0 1.274622788798358
36.0 1.311296298103091
37.0 1.1416116143498412
38.0 1.24260471258623
39.0 1.260636641940693
40.0 1.2399710066049412
41.0 1.2315895281759315
42.0 1.203499999730289
43.0 1.1400350828995414
44.0 1.2276174966467917
45.0 1.2943292846063228
46.0 1.0087897912211905
47.0 1.1920823601583055
48.0 1.3962055295532632
49.0 1.0678055721754598
50.0 1.1110055516651913
51.0 1.2376192855917285
52.0 1.2515718034088494
53.0 1.2649906045015697
54.0 1.2136406012841154
55.0 1.1177390188882168
56.0 1.2883928459446885
57.0 1.2084519810040586
58.0 1.0886909591269396
59.0 1.2187339980437604
60.0 1.2902088799341376
61.0 1.22087375564763
62.0 0.997377993705297
63.0 1.0620874168864467
64.0 1.3576214998746194
65.0 1.0819589953063729
66.0 1.235821920222318
67.0 1.5602085063118902
68.0 1.0852204769066787
69.0 1.0849891356631356
70.0 1.1167990005940989
71.0 1.1976537880584686
72.0 1.1379639473589622
73.0 1.0823603832839992
74.0 1.4558492537998258
75.0 1.198175089136869
76.0 1.1129415972705619
77.0 1.1364068286585778
78.0 1.1006073574669268
79.0 1.3147373316729736
80.0 1.1426863619878616
81.0 1.0572375488278305
82.0 1.144264820916905
83.0 1.165672996096054
84.0 1.130914043515233
85.0 1.1937091466088217
86.0 1.1939176988241411
87.0 1.085175818269069
88.0 1.0818451707536234
89.0 1.3761576078076334
90.0 1.126725409673476
91.0 1.0268030982696406
92.0 1.1240344005602005
93.0 1.2217502378315748
94.0 1.2105379401242786
95.0 1.0595545169754936
96.0 1.1821100902905868
97.0 1.216793751091434
98.0 1.111850429808535
99.0 1.057515264784578
100.0 1.220322707426209
101.0 1.211524464418757
102.0 1.1692630904038226
103.0 1.2373006359434229
104.0 1.1417362575468335
105.0 1.0496919411638448
106.0 1.1765469595401827
107.0 1.1611015912300564
108.0 1.130984133068372
109.0 1.017374958906777
110.0 1.1632467474333823
111.0 1.2476051138005844
112.0 1.1266081360498366
113.0 0.9726584168493635
114.0 1.09448253658418
115.0 1.2788308636063643
116.0 1.113139644133979
117.0 0.9723965716426494
118.0 1.169532888502249
119.0 1.3157682018040668
120.0 1.0946680187623756
121.0 1.0236877418557482
122.0 1.1812461520492383
123.0 1.1600664545114219
124.0 1.006277454303111
125.0 1.1521731192785072
126.0 1.106014537588024
127.0 1.084297554826324
128.0 1.2930789398843552
